Tender_ID,Tender_Title,Department,Procurement_Category,Location,Tender_Date,Closing_Date,Estimated_Cost_INR,Contract_Value_INR,Winning_Vendor_ID,Winning_Vendor,Number_of_Bidders,Bid_Amounts_INR,Contract_Duration_Days,Procurement_Method,Other_Bidder_1_ID,Other_Bidder_2_ID,Contract_to_Estimate_Ratio,Bid_Spread_Percent,Payment_Amount_INR,Contract_Status,Investigation_Case_ID,Seed_Investigation_Pattern,Seed_Case_Reason
T-5148,School Infrastructure Procurement - Shivamogga Zone,Water Resources Department,School Infrastructure,Shivamogga,2024-08-15,2024-09-16,4950137.29,4592272.88,V-1088,Vendor D11,7,4506929.51|4561150.47|4644361.62|4953396.27|5059174.39|5246606.18|5284151.21,247,Limited Tender,,,0.928,17.245,3069997.01,Completed,,,
T-5149,Road Infrastructure Procurement - Shivamogga Zone,Energy Department,Road Infrastructure,Shivamogga,2025-10-06,2025-10-26,25764075.92,23595433.53,V-1074,Vendor C23,8,23061965.62|23397918.39|23681478.5|23833734.83|24556672.13|25879569.28|26698393.94|27633354.19,490,e-Procurement,,,0.916,19.822,15205820.06,Active,,,
T-5150,School Infrastructure Procurement - Bengaluru Zone,Energy Department,School Infrastructure,Bengaluru,2024-02-18,2024-03-25,4140431.96,3669678.16,V-1053,Vendor C2,8,3650073.64|3695089.77|3765559.77|4014292.4|4032771.01|4166037.87|4229634.54|4380693.89,44,Open Tender,,,0.886,20.017,3007648.76,Completed,,,
T-5151,Vehicle Maintenance Procurement - Hubballi Zone,Health Department,Vehicle Maintenance,Hubballi,2025-01-24,2025-03-07,1906296.1,1779906.43,V-1081,Vendor D4,5,1746284.63|1852385.26|1886035.85|1891379.13|2006933.89,360,e-Procurement,,,0.934,14.926,1050177.34,Completed,,,
T-5152,Office Supplies Procurement - Dharwad Zone,Education Department,Office Supplies,Dharwad,2025-11-11,2025-12-24,718710.86,652914.99,V-1010,Vendor A11,7,634338.45|634505.26|657777.9|663220.2|698437.96|751684.11|764620.3,302,Request for Proposal,,,0.908,20.538,376193.62,Active,,,
T-5153,Electrical Equipment Procurement - Mysuru Zone,Water Resources Department,Electrical Equipment,Mysuru,2026-07-18,2026-08-06,1545951.47,1466729.67,V-1007,Vendor A8,8,1432181.76|1456286.27|1502119.0|1596528.53|1599468.92|1602022.77|1624859.0|1657311.86,577,Open Tender,,,0.949,15.719,1052393.77,Active,,,
T-5154,School Infrastructure Procurement - Kalaburagi Zone,Energy Department,School Infrastructure,Kalaburagi,2024-09-11,2024-10-17,2262234.73,2027120.94,V-1103,Vendor D26,8,2003964.33|2033929.67|2044382.71|2184731.48|2208343.84|2290482.81|2320537.7|2374460.62,575,Request for Proposal,,,0.896,18.488,1772309.82,Completed,,,
T-5155,Road Infrastructure Procurement - Shivamogga Zone,Energy Department,Road Infrastructure,Shivamogga,2026-01-22,2026-02-04,5351361.06,5049235.35,V-1093,Vendor D16,7,4977837.54|5091414.59|5312910.49|5326876.0|5552089.64|5692164.02|5726950.18,143,Request for Proposal,,,0.944,15.049,4037686.9,Completed,,,
T-5156,Vehicle Maintenance Procurement - Udupi Zone,Health Department,Vehicle Maintenance,Udupi,2025-09-19,2025-10-17,771157.02,727059.88,V-1064,Vendor C13,8,705642.88|722185.28|745957.8|758309.3|768086.1|768322.61|812301.39|825208.83,138,Open Tender,,,0.943,16.944,538238.37,Active,,,
T-5157,Office Supplies Procurement - Shivamogga Zone,Rural Development Department,Office Supplies,Shivamogga,2024-06-02,2024-06-26,630847.48,567436.47,V-1003,Vendor A4,9,559285.36|580942.51|587358.0|592453.43|623845.8|630065.54|635394.94|659003.57|667296.26,450,Limited Tender,,,0.899,19.312,456552.69,Completed,,,
T-5158,Electrical Equipment Procurement - Belagavi Zone,Rural Development Department,Electrical Equipment,Belagavi,2026-08-16,2026-09-17,4341142.52,4133839.03,V-1023,Vendor A24,4,4126345.05|4222450.17|4267915.61|4536309.74,610,Open Tender,,,0.952,9.935,2953434.39,Completed,,,
T-5159,Water Infrastructure Procurement - Tumakuru Zone,Water Resources Department,Water Infrastructure,Tumakuru,2026-04-04,2026-05-11,4196948.26,3802335.66,V-1069,Vendor C18,7,3694551.58|3739174.03|3883121.73|3886723.83|3948440.67|3948655.73|4510106.21,67,e-Procurement,,,0.906,22.075,3693078.78,Active,,,
T-5160,Office Supplies Procurement - Tumakuru Zone,Transport Department,Office Supplies,Tumakuru,2026-08-22,2026-09-16,968927.77,908826.53,V-1029,Vendor B4,10,887850.6|915693.94|924539.45|928851.99|990752.16|998818.86|1008981.99|1010936.5|1027439.42|1043507.77,600,Open Tender,,,0.938,17.532,522309.15,Active,,,
T-5161,Medical Supplies Procurement - Mysuru Zone,Health Department,Medical Supplies,Mysuru,2026-02-05,2026-03-11,688098.53,623930.95,V-1095,Vendor D18,7,611364.85|619634.92|642040.81|646339.19|688312.37|703845.54|709980.79,592,Open Tender,,,0.907,16.13,532229.43,Completed,,,
T-5162,Office Supplies Procurement - Belagavi Zone,Public Works Department,Office Supplies,Belagavi,2024-07-12,2024-07-24,1269208.13,1212119.91,V-1069,Vendor C18,9,1166463.35|1186473.94|1202095.06|1204565.32|1293220.39|1301948.9|1321771.35|1335636.18|1350689.9,366,e-Procurement,,,0.955,15.794,1152819.61,Active,,,
T-5163,Electrical Equipment Procurement - Shivamogga Zone,Transport Department,Electrical Equipment,Shivamogga,2024-07-10,2024-08-21,590524.84,538197.56,V-1014,Vendor A15,6,521558.85|534352.09|565396.51|579502.42|612040.17|626732.54,299,e-Procurement,,,0.911,20.165,490700.61,Payment Pending,,,
T-5164,School Infrastructure Procurement - Belagavi Zone,Rural Development Department,School Infrastructure,Belagavi,2024-11-10,2024-12-01,12671281.4,11531087.75,V-1096,Vendor D19,7,11281669.41|11605007.29|12430009.04|12971474.06|13178141.47|13336879.66|13601442.85,621,Open Tender,,,0.91,20.562,7297085.26,Completed,,,
T-5165,Road Infrastructure Procurement - Udupi Zone,Health Department,Road Infrastructure,Udupi,2024-04-04,2024-04-29,4327603.01,4014419.62,V-1119,Vendor E16,4,3869648.77|4079080.16|4242362.62|4514911.01,624,e-Procurement,,,0.928,16.675,2742518.43,Active,,,
T-5166,Electrical Equipment Procurement - Belagavi Zone,Transport Department,Electrical Equipment,Belagavi,2024-05-03,2024-05-31,1120388.85,1032648.48,V-1011,Vendor A12,5,1001258.62|1060795.36|1076587.79|1125160.02|1150123.76,226,Open Tender,,,0.922,14.868,901162.97,Active,,,
T-5167,Office Supplies Procurement - Shivamogga Zone,Municipal Administration,Office Supplies,Shivamogga,2025-03-27,2025-05-04,514725.24,464645.26,V-1086,Vendor D9,7,463394.04|481403.89|481561.77|496023.61|497432.42|530263.74|553882.31,231,Open Tender,,,0.903,19.527,273175.06,Active,,,
T-5168,Medical Supplies Procurement - Hubballi Zone,Municipal Administration,Medical Supplies,Hubballi,2025-02-15,2025-03-31,4138219.2,3779458.62,V-1089,Vendor D12,5,3702913.48|3810836.88|4071762.93|4123473.26|4142756.9,237,e-Procurement,,,0.913,11.878,3459481.21,Active,,,
T-5169,Medical Supplies Procurement - Dharwad Zone,Energy Department,Medical Supplies,Dharwad,2024-01-22,2024-02-20,2106264.62,1930529.09,V-1090,Vendor D13,4,1885352.68|1892296.35|1978747.48|2254302.68,512,e-Procurement,,,0.917,19.569,1686332.85,Active,,,
T-5170,Vehicle Maintenance Procurement - Mysuru Zone,Municipal Administration,Vehicle Maintenance,Mysuru,2026-07-06,2026-08-05,2308903.7,2109122.76,V-1047,Vendor B22,9,2032767.37|2085894.1|2112222.83|2130233.81|2147060.81|2239213.95|2274619.36|2301310.63|2314564.28,277,Limited Tender,,,0.913,13.863,1852491.01,Completed,,,
T-5171,Water Infrastructure Procurement - Tumakuru Zone,Health Department,Water Infrastructure,Tumakuru,2024-10-10,2024-11-23,2805008.34,2515966.14,V-1006,Vendor A7,10,2473074.84|2525569.53|2574178.93|2610397.72|2692266.81|2721000.72|2845658.8|2939537.44|3005611.88|3016509.87,536,Open Tender,,,0.897,21.974,1497273.13,Active,,,
T-5172,School Infrastructure Procurement - Udupi Zone,Public Works Department,School Infrastructure,Udupi,2025-08-27,2025-10-08,954197.49,882462.31,V-1018,Vendor A19,8,857134.9|877722.44|885881.16|952184.9|956734.07|961389.9|975963.26|1007149.73,395,Open Tender,,,0.925,17.502,770382.75,Completed,,,
T-5173,Medical Supplies Procurement - Belagavi Zone,Energy Department,Medical Supplies,Belagavi,2024-07-21,2024-08-12,4597646.06,4438075.71,V-1057,Vendor C6,6,4352163.82|4388177.66|4398369.59|4592867.46|4594975.53|4859679.06,533,Open Tender,,,0.965,11.661,3798629.58,Completed,,,
T-5174,Water Infrastructure Procurement - Bengaluru Zone,Health Department,Water Infrastructure,Bengaluru,2026-06-06,2026-06-30,4832066.77,4428972.35,V-1005,Vendor A6,10,4286050.87|4574620.81|4649742.71|4868746.28|5013146.87|5025077.65|5083163.99|5088353.16|5096596.25|5136735.52,121,Open Tender,,,0.917,19.848,4091994.52,Active,,,
T-5175,Water Infrastructure Procurement - Kalaburagi Zone,Rural Development Department,Water Infrastructure,Kalaburagi,2024-07-03,2024-07-15,7462615.62,6678984.42,V-1006,Vendor A7,3,6650945.84|7300073.48|7950835.8,150,Open Tender,,,0.895,19.544,3798459.87,Active,,,
T-5176,Vehicle Maintenance Procurement - Hubballi Zone,Municipal Administration,Vehicle Maintenance,Hubballi,2025-12-14,2026-01-17,1872384.33,1745031.34,V-1082,Vendor D5,8,1689052.39|1741301.31|1755992.22|1763713.72|1780184.07|1781343.75|1840555.92|1848250.73,340,Open Tender,,,0.932,9.425,977915.22,Active,,,
T-5177,Electrical Equipment Procurement - Hubballi Zone,Rural Development Department,Electrical Equipment,Hubballi,2025-07-01,2025-07-13,1026413.3,956049.33,V-1057,Vendor C6,10,924299.13|943040.43|983864.51|1006528.08|1016841.21|1042207.91|1075251.76|1079543.89|1083136.89|1096439.49,443,Open Tender,,,0.931,18.624,686303.07,Active,,,
T-5178,Road Infrastructure Procurement - Hubballi Zone,Municipal Administration,Road Infrastructure,Hubballi,2025-08-21,2025-09-17,10858774.87,10711880.05,V-1110,Vendor E7,4,10488726.49|10618527.63|11164180.41|11429886.49,635,Open Tender,,,0.986,8.973,6608745.04,Completed,,,
T-5179,Water Infrastructure Procurement - Bengaluru Zone,Public Works Department,Water Infrastructure,Bengaluru,2025-09-29,2025-10-27,4061248.95,3791359.13,V-1114,Vendor E11,3,3754512.0|3995639.12|4067546.06,147,Open Tender,,,0.934,8.338,3037913.76,Active,,,
T-5180,Electrical Equipment Procurement - Belagavi Zone,Transport Department,Electrical Equipment,Belagavi,2024-12-28,2025-02-04,696142.0,985446.17,V-1061,Vendor C10,10,615687.68|640961.21|658209.52|669948.23|688719.07|692718.29|707138.05|717526.74|733938.11|744191.7,324,Open Tender,,,1.416,20.872,948794.48,Completed,CASE-008,Price + Low Competition,Unusually high contract-to-estimate ratio combined with low bidder participation.
T-5181,Road Infrastructure Procurement - Shivamogga Zone,Health Department,Road Infrastructure,Shivamogga,2024-09-25,2024-11-02,12827478.86,18965706.56,V-1006,Vendor A7,6,12856562.87|13015392.29|13271275.56|13280261.42|13487603.76|13729101.9,658,Open Tender,,,1.479,6.787,13772248.97,Completed,,,
T-5182,School Infrastructure Procurement - Tumakuru Zone,Health Department,School Infrastructure,Tumakuru,2026-04-01,2026-04-28,5251046.65,4710924.92,V-1064,Vendor C13,11,4634959.92|4754703.46|4834571.94|4920765.04|5045802.83|5109326.42|5129584.09|5157117.82|5179188.6|5482721.53|5538983.26,464,Open Tender,,,0.897,19.504,4382232.71,Completed,,,
T-5183,Electrical Equipment Procurement - Belagavi Zone,Health Department,Electrical Equipment,Belagavi,2025-06-17,2025-07-25,1053870.81,957759.9,V-1103,Vendor D26,6,941436.44|943025.82|1006545.46|1064055.0|1096829.65|1131449.57,664,Open Tender,,,0.909,20.183,526871.76,Completed,,,
T-5184,IT Equipment Procurement - Mangaluru Zone,Education Department,IT Equipment,Mangaluru,2025-11-24,2025-12-18,3683210.8,3349567.53,V-1054,Vendor C3,10,3245139.63|3247386.54|3401568.49|3513469.44|3583203.17|3597752.48|3725000.13|3728650.05|3763332.17|3773624.6,77,Open Tender,,,0.909,16.285,2096265.17,Completed,,,
T-5185,Road Infrastructure Procurement - Kalaburagi Zone,Energy Department,Road Infrastructure,Kalaburagi,2024-11-09,2024-12-05,11786091.37,10568894.12,V-1038,Vendor B13,8,10406242.4|10860275.74|11189627.13|11283108.54|11933379.67|11968713.12|12053013.02|12159714.9,429,e-Procurement,,,0.897,16.85,5957586.19,Active,,,
T-5186,Vehicle Maintenance Procurement - Kalaburagi Zone,Education Department,Vehicle Maintenance,Kalaburagi,2026-03-14,2026-04-03,1294110.3,1222141.85,V-1061,Vendor C10,9,1179316.69|1191164.91|1194441.19|1201322.75|1208943.01|1220042.36|1248777.83|1261478.33|1324236.44,236,Limited Tender,,,0.944,12.288,852647.1,Active,,,
T-5187,Medical Supplies Procurement - Mysuru Zone,Health Department,Medical Supplies,Mysuru,2025-01-30,2025-02-11,662161.65,635851.66,V-1061,Vendor C10,2,618716.7|688150.36,707,e-Procurement,,,0.96,11.222,609581.65,Completed,,,
T-5188,Road Infrastructure Procurement - Hubballi Zone,Water Resources Department,Road Infrastructure,Hubballi,2025-01-12,2025-02-13,13111589.88,12612833.33,V-1006,Vendor A7,3,12232156.28|13274092.15|13675230.19,369,e-Procurement,,,0.962,11.797,7487336.77,Active,,,
T-5189,School Infrastructure Procurement - Bengaluru Zone,Transport Department,School Infrastructure,Bengaluru,2025-06-23,2025-07-08,4054835.3,3675723.21,V-1021,Vendor A22,3,3595565.52|3765641.75|4281245.76,246,e-Procurement,,,0.907,19.07,3024695.29,Completed,,,
T-5190,Electrical Equipment Procurement - Belagavi Zone,Education Department,Electrical Equipment,Belagavi,2026-02-05,2026-02-17,2645180.42,2774567.35,V-1074,Vendor C23,7,2701701.51|2751700.78|2757713.61|2765087.54|2805527.94|2821651.56|2839476.11,394,Limited Tender,,,1.049,5.1,2089729.69,Completed,,,
T-5191,Office Supplies Procurement - Bengaluru Zone,Rural Development Department,Office Supplies,Bengaluru,2026-03-13,2026-04-23,685029.11,626873.28,V-1114,Vendor E11,6,604702.39|604982.48|605175.23|613816.53|645598.33|658451.59,385,Open Tender,,,0.915,8.889,609515.59,Completed,,,
T-5192,Electrical Equipment Procurement - Kalaburagi Zone,Rural Development Department,Electrical Equipment,Kalaburagi,2024-12-20,2025-01-09,2050236.91,1896295.63,V-1009,Vendor A10,8,1832636.38|1860973.59|1964370.37|2037724.1|2041560.38|2065950.84|2081451.93|2104774.7,651,Open Tender,,,0.925,14.85,1147512.23,Completed,,,
T-5193,Vehicle Maintenance Procurement - Hubballi Zone,Transport Department,Vehicle Maintenance,Hubballi,2025-07-16,2025-08-05,1016892.79,1064984.24,V-1117,Vendor E14,2,1040301.7|1058466.23,317,Limited Tender,,,1.047,1.746,687354.18,Completed,,,
T-5194,IT Equipment Procurement - Shivamogga Zone,Health Department,IT Equipment,Shivamogga,2025-11-24,2025-12-10,3398557.76,3118264.75,V-1020,Vendor A21,6,3027700.85|3038175.14|3367758.47|3420066.22|3428639.56|3652938.21,289,Open Tender,,,0.918,20.651,1756499.47,Completed,,,
T-5195,School Infrastructure Procurement - Dharwad Zone,Energy Department,School Infrastructure,Dharwad,2025-12-26,2026-01-06,2176295.94,1967529.2,V-1045,Vendor B20,12,1923473.41|1982035.86|1989016.28|2090065.52|2127762.64|2148411.09|2180516.83|2219664.98|2254251.99|2264571.26|2279955.08|2333389.75,467,Limited Tender,,,0.904,21.311,1466342.18,Completed,,,
T-5196,School Infrastructure Procurement - Belagavi Zone,Energy Department,School Infrastructure,Belagavi,2026-03-21,2026-04-22,2886336.14,2682852.01,V-1083,Vendor D6,6,2661913.02|2920421.12|3038155.59|3048532.65|3049653.59|3051488.5,117,e-Procurement,,,0.93,14.635,1810991.65,Completed,,,
T-5197,IT Equipment Procurement - Mangaluru Zone,Public Works Department,IT Equipment,Mangaluru,2024-07-30,2024-08-20,3650402.5,3301599.21,V-1094,Vendor D17,4,3257906.89|3551848.58|3831015.6|3923001.87,93,e-Procurement,,,0.904,20.415,3108315.9,Completed,,,
T-5198,IT Equipment Procurement - Mysuru Zone,Water Resources Department,IT Equipment,Mysuru,2026-08-03,2026-08-20,1296605.49,1163005.62,V-1019,Vendor A20,6,1155333.2|1160415.55|1254713.91|1278422.22|1385392.74|1396522.9,325,Open Tender,,,0.897,20.876,956250.4,Completed,,,
T-5199,Electrical Equipment Procurement - Belagavi Zone,Rural Development Department,Electrical Equipment,Belagavi,2024-04-02,2024-05-05,1682861.73,1585968.83,V-1038,Vendor B13,6,1538174.47|1582724.4|1599962.84|1603967.72|1783240.41|1809201.99,405,Open Tender,,,0.942,17.62,1310550.8,Completed,,,
T-5200,Office Supplies Procurement - Shivamogga Zone,Health Department,Office Supplies,Shivamogga,2024-01-11,2024-02-20,1472469.2,1319610.34,V-1068,Vendor C17,7,1296697.87|1347086.5|1385188.27|1387563.63|1436687.05|1525641.84|1553574.46,519,e-Procurement,,,0.896,19.81,1041647.37,Completed,,,
T-5201,Vehicle Maintenance Procurement - Belagavi Zone,Health Department,Vehicle Maintenance,Belagavi,2024-08-13,2024-09-23,3122674.36,2838500.3,V-1047,Vendor B22,6,2776033.42|2826867.46|2872389.48|3089722.35|3162770.57|3367350.18,422,Request for Proposal,,,0.909,21.301,1678497.91,Completed,,,
T-5202,IT Equipment Procurement - Hubballi Zone,Health Department,IT Equipment,Hubballi,2024-03-22,2024-04-25,7960564.27,7664583.98,V-1075,Vendor C24,6,7527880.71|7580692.16|7652975.71|7774575.02|8339853.99|8374186.71,253,Open Tender,,,0.963,11.242,5750418.57,Completed,,,
T-5203,Vehicle Maintenance Procurement - Bengaluru Zone,Water Resources Department,Vehicle Maintenance,Bengaluru,2024-08-16,2024-09-22,3105996.75,2885423.04,V-1059,Vendor C8,7,2821005.12|2876045.36|2964470.93|3037431.54|3076590.58|3133792.47|3144304.41,82,Open Tender,,,0.929,11.46,2884780.56,Active,,,
T-5204,IT Equipment Procurement - Dharwad Zone,Transport Department,IT Equipment,Dharwad,2026-01-07,2026-02-10,2811420.56,2603302.7,V-1037,Vendor B12,9,2522978.49|2554457.35|2680628.06|2684652.62|2787121.4|2795260.78|2922602.27|2949248.12|3019424.37,156,Open Tender,,,0.926,19.677,2410276.09,Completed,,,
T-5205,Vehicle Maintenance Procurement - Kalaburagi Zone,Municipal Administration,Vehicle Maintenance,Kalaburagi,2025-08-18,2025-09-29,756615.08,680174.72,V-1012,Vendor A13,4,673919.24|722798.97|756657.67|760167.82,302,Open Tender,,,0.899,12.798,647564.81,Active,,,
T-5206,Medical Supplies Procurement - Shivamogga Zone,Energy Department,Medical Supplies,Shivamogga,2025-11-16,2025-12-08,2647133.15,2468841.96,V-1110,Vendor E7,7,2411269.45|2557122.79|2576348.49|2577285.39|2587448.42|2732146.17|2810426.61,637,Open Tender,,,0.933,16.554,2272450.18,Completed,,,
T-5207,Water Infrastructure Procurement - Mysuru Zone,Municipal Administration,Water Infrastructure,Mysuru,2026-02-19,2026-03-09,11176354.93,10131780.12,V-1111,Vendor E8,8,9913229.12|9947499.08|10596104.41|10955679.24|10974854.21|10976478.69|11210172.66|11870642.88,723,Request for Proposal,,,0.907,19.745,6042277.17,Completed,,,
T-5208,IT Equipment Procurement - Mysuru Zone,Transport Department,IT Equipment,Mysuru,2025-12-20,2026-01-31,1827378.86,1670823.22,V-1056,Vendor C5,7,1628386.45|1677219.15|1681130.54|1815853.54|1831315.3|1862327.35|1945196.36,445,Limited Tender,,,0.914,19.455,1089964.39,Payment Pending,,,
T-5209,Vehicle Maintenance Procurement - Belagavi Zone,Water Resources Department,Vehicle Maintenance,Belagavi,2025-02-10,2025-03-10,1075805.21,976231.26,V-1101,Vendor D24,8,950830.1|953185.77|997147.84|1020957.16|1059611.25|1113510.9|1124616.33|1153584.28,697,Limited Tender,,,0.907,21.324,538298.55,Active,,,
T-5210,IT Equipment Procurement - Belagavi Zone,Municipal Administration,IT Equipment,Belagavi,2024-01-28,2024-03-05,2999749.06,2875260.06,V-1089,Vendor D12,8,2843624.26|2847893.35|2901144.18|2913127.8|2965564.78|3046613.44|3116427.79|3187491.95,239,Request for Proposal,,,0.959,12.093,1974094.78,Completed,,,
T-5211,Office Supplies Procurement - Belagavi Zone,Public Works Department,Office Supplies,Belagavi,2025-04-16,2025-04-28,995598.66,942162.26,V-1107,Vendor E4,6,908958.63|923913.44|930476.55|944111.33|965487.53|1017528.24,279,Open Tender,,,0.946,11.944,564235.85,Completed,,,
T-5212,Medical Supplies Procurement - Tumakuru Zone,Municipal Administration,Medical Supplies,Tumakuru,2024-10-08,2024-11-06,873976.61,797557.6,V-1082,Vendor D5,9,770301.65|778819.0|806234.21|839438.15|840974.81|885080.24|901427.89|911978.48|927177.28,169,Request for Proposal,,,0.913,20.365,608342.65,Active,,,
T-5213,Electrical Equipment Procurement - Shivamogga Zone,Rural Development Department,Electrical Equipment,Shivamogga,2025-01-02,2025-01-26,1397904.84,1303466.71,V-1029,Vendor B4,5,1278619.68|1398966.4|1460110.11|1471472.53|1493024.1,279,Open Tender,,,0.932,16.768,1114082.6,Active,,,
T-5214,Water Infrastructure Procurement - Tumakuru Zone,Rural Development Department,Water Infrastructure,Tumakuru,2026-02-27,2026-03-16,2222656.22,2136403.69,V-1069,Vendor C18,10,2108837.41|2133536.05|2207811.21|2248008.06|2248733.02|2281778.92|2320889.18|2355298.33|2357088.26|2370042.74,532,Open Tender,,,0.961,12.386,2015755.38,Completed,,,
T-5215,Vehicle Maintenance Procurement - Kalaburagi Zone,Energy Department,Vehicle Maintenance,Kalaburagi,2024-08-24,2024-10-02,1069692.88,956953.98,V-1058,Vendor C7,5,955713.72|987261.47|1068590.53|1099401.82|1151111.1,137,Open Tender,,,0.895,20.445,848959.55,Completed,,,
T-5216,Vehicle Maintenance Procurement - Belagavi Zone,Health Department,Vehicle Maintenance,Belagavi,2026-08-16,2026-09-16,506764.2,463540.98,V-1091,Vendor D14,7,451055.56|451300.4|472270.87|481174.51|489659.27|544236.74|545639.82,581,Request for Proposal,,,0.915,20.97,450730.34,Active,,,
T-5217,Road Infrastructure Procurement - Tumakuru Zone,Public Works Department,Road Infrastructure,Tumakuru,2024-07-09,2024-08-04,11403496.21,10547487.56,V-1078,Vendor D1,7,10511878.22|10783555.36|10835189.54|10861966.51|11123769.35|11872669.17|11906837.77,525,Limited Tender,,,0.925,13.27,6056939.35,Completed,,,
T-5218,IT Equipment Procurement - Belagavi Zone,Municipal Administration,IT Equipment,Belagavi,2025-03-20,2025-04-18,5686693.19,5137341.9,V-1012,Vendor A13,8,5041434.42|5139228.15|5349228.77|5526469.5|5608867.55|5782077.74|6064920.7|6066279.3,419,Open Tender,,,0.903,20.328,2853695.44,Completed,,,
T-5219,Medical Supplies Procurement - Mysuru Zone,Energy Department,Medical Supplies,Mysuru,2025-01-22,2025-02-24,4644541.23,4240613.65,V-1012,Vendor A13,8,4128105.76|4295255.52|4302220.06|4309337.77|4563076.3|4689347.96|4731241.03|4805773.79,346,Open Tender,,,0.913,16.416,3594353.25,Completed,,,
T-5220,IT Equipment Procurement - Mysuru Zone,Rural Development Department,IT Equipment,Mysuru,2024-03-05,2024-03-18,6014164.29,5554722.24,V-1069,Vendor C18,6,5376792.95|5481084.05|5511114.17|5767895.47|6084120.84|6105366.6,458,Open Tender,,,0.924,13.55,3778369.75,Payment Pending,,,
T-5221,Vehicle Maintenance Procurement - Mysuru Zone,Energy Department,Vehicle Maintenance,Mysuru,2024-10-13,2024-11-07,1026032.8,982901.85,V-1014,Vendor A15,5,948145.83|1053014.67|1084759.18|1094634.2|1099520.97,487,Open Tender,,,0.958,15.965,652721.0,Completed,,,
T-5222,Vehicle Maintenance Procurement - Hubballi Zone,Health Department,Vehicle Maintenance,Hubballi,2026-01-02,2026-01-15,631846.19,578058.63,V-1044,Vendor B19,2,557043.07|639182.55,122,Request for Proposal,,,0.915,14.746,404004.71,Payment Pending,,,
T-5223,Medical Supplies Procurement - Mysuru Zone,Energy Department,Medical Supplies,Mysuru,2026-02-21,2026-03-05,6556125.84,6265641.83,V-1100,Vendor D23,2,6051572.27|6951569.06,135,Open Tender,,,0.956,14.872,4206803.47,Completed,,,
T-5224,Electrical Equipment Procurement - Udupi Zone,Public Works Department,Electrical Equipment,Udupi,2026-08-16,2026-09-07,5041258.83,4683016.1,V-1004,Vendor A5,5,4569804.95|4821714.27|4880516.8|5263504.56|5300572.77,544,Request for Proposal,,,0.929,15.991,3653438.07,Active,,,
T-5225,Office Supplies Procurement - Bengaluru Zone,Transport Department,Office Supplies,Bengaluru,2025-06-13,2025-07-17,893374.87,865681.78,V-1046,Vendor B21,4,861186.34|874952.68|924873.57|950004.48,615,e-Procurement,,,0.969,10.313,647587.8,Active,,,
T-5226,Water Infrastructure Procurement - Kalaburagi Zone,Public Works Department,Water Infrastructure,Kalaburagi,2025-08-28,2025-09-24,10681875.09,9636022.39,V-1097,Vendor D20,11,9476810.43|9564139.58|9856589.45|9902085.99|9965155.04|9993362.2|9998005.75|10050794.95|11173563.91|11380291.01|11425870.98,512,Open Tender,,,0.902,20.567,7521810.16,Completed,,,
T-5227,Electrical Equipment Procurement - Dharwad Zone,Health Department,Electrical Equipment,Dharwad,2026-08-10,2026-08-31,1516323.14,1363691.92,V-1047,Vendor B22,9,1336262.03|1353132.11|1374384.78|1444786.89|1496722.52|1506033.87|1506077.35|1545957.04|1562253.46,170,e-Procurement,,,0.899,16.912,1162848.91,Completed,,,
T-5228,Office Supplies Procurement - Bengaluru Zone,Public Works Department,Office Supplies,Bengaluru,2025-01-10,2025-02-17,570808.3,527252.58,V-1089,Vendor D12,6,511846.65|513197.86|526413.79|540835.64|553690.74|601710.54,224,Limited Tender,,,0.924,17.557,381840.92,Completed,,,
T-5229,Water Infrastructure Procurement - Udupi Zone,Rural Development Department,Water Infrastructure,Udupi,2026-02-25,2026-03-22,4194081.09,3878330.64,V-1036,Vendor B11,5,3815984.24|3819885.1|3915740.37|3993666.7|4328426.68,175,Open Tender,,,0.925,13.429,2571676.29,Completed,,,
T-5230,Water Infrastructure Procurement - Mangaluru Zone,Transport Department,Water Infrastructure,Mangaluru,2025-04-15,2025-05-03,4258232.13,4073408.45,V-1117,Vendor E14,8,3943117.64|3952092.14|3968525.98|4000427.86|4097529.84|4319877.58|4501876.35|4510055.42,317,e-Procurement,,,0.957,14.378,2545025.85,Completed,,,
T-5231,Vehicle Maintenance Procurement - Udupi Zone,Health Department,Vehicle Maintenance,Udupi,2026-05-04,2026-06-13,781306.34,709904.02,V-1057,Vendor C6,10,692240.75|693009.23|705875.92|713967.39|742523.08|757012.13|766401.99|766786.92|806570.02|842210.17,210,e-Procurement,,,0.909,21.664,502089.1,Completed,,,
T-5232,School Infrastructure Procurement - Kalaburagi Zone,Education Department,School Infrastructure,Kalaburagi,2024-05-09,2024-06-20,10495376.39,9284820.46,V-1095,Vendor D18,9,9269937.08|9658954.46|10403417.35|10682378.08|10872195.46|10953773.34|10964043.67|11021351.19|11197376.51,377,Open Tender,,,0.885,20.792,8206044.23,Active,,,
T-5233,School Infrastructure Procurement - Hubballi Zone,Rural Development Department,School Infrastructure,Hubballi,2025-09-09,2025-10-18,5796290.37,5340090.63,V-1003,Vendor A4,10,5219956.63|5246750.1|5476716.98|5789615.16|5799942.17|5881888.71|5884954.78|5891966.79|6082496.38|6235824.87,625,Open Tender,,,0.921,19.461,4755442.61,Completed,,,
